x y
93.1641 880.9997
94.94615 880.7552
95.27016 879.2062
93.1641 877.9833
91.94907 876.7604
92.8401 875.8636
93.73112 874.6408
94.05513 873.0918
94.05513 871.2167
95.59417 870.9721
97.70022 871.2167
98.59125 869.4232
98.02423 866.6513
96.8092 867.548
95.91818 868.5264
93.73112 869.4232
91.94907 869.7493
91.30105 868.5264
92.51608 866.9774
92.8401 865.1023
94.05513 864.2055
94.94615 863.3088
95.91818 862.412
95.27016 861.1891
93.1641 860.5369
93.1641 859.314
92.27308 858.0912
91.05804 857.5205
89.519 857.1944
87.41295 856.5422
85.5499 855.9715
84.33486 856.8683
83.11983 858.0912
82.2288 859.9662
81.33778 859.9662
80.68976 858.7434
79.79874 858.4173
78.90772 861.1891
78.90772 862.6566
77.93569 864.2055
76.47765 864.8577
76.47765 863.3088
74.6146 863.3088
74.29059 865.4284
72.18453 866.3252
71.29351 867.548
72.50854 869.7493
73.72358 871.5428
73.72358 873.0918
76.15364 873.6625
77.93569 872.4396
80.12275 871.5428
81.9048 871.5428
81.9048 873.4179
82.55281 874.6408
84.01085 874.3147
84.01085 876.1082
84.98288 877.3311
85.22589 878.554
86.44092 879.2062
87.41295 877.3311
85.8739 876.1082
85.22589 875.2114
84.98288 873.9886
84.98288 872.7657
85.5499 872.7657
86.44092 872.4396
87.65595 873.0918
87.97996 873.6625
88.87099 874.3147
89.519 875.2114
90.73404 875.8636
91.94907 876.7604
91.05804 878.554
92.27308 880.103
92.27308 880.429
