x y
3 0
397.5703 655.501
396.4363 654.1967
395.6058 653.5445
394.4173 653.7237
393.0459 653.7237
391.8574 652.8726
391.4917 651.3943
391.3545 650.5432
390.6688 649.6921
389.4346 649.513
389.4346 648.3483
389.8003 647.6764
388.7489 647.1836
388.2461 647.1836
388.0632 646.6909
387.0575 646.3325
386.8747 646.019
387.0575 645.3471
387.0575 644.3168
387.0575 644.1376
386.8747 643.3313
386.0061 643.1521
385.6861 642.4802
385.6861 640.9572
385.0005 640.6436
383.8119 640.6436
382.5777 641.1364
381.3891 640.9572
377.9607 639.9717
377.6407 639.4342
377.0921 638.7622
376.5893 638.2695
375.9036 637.7768
374.7151 637.1048
374.0294 636.0746
373.1608 635.0891
371.2866 633.9244
369.9152 633.2525
367.8581 633.2525
366.9896 633.2525
365.8011 633.2525
364.6125 632.5806
364.2468 632.4014
362.5554 631.5503
361.0012 630.8784
359.8127 630.2065
359.6298 630.2065
