x y
3 0
40.6366 370.1191
42.8924 371.0038
45.9793 371.8886
50.0161 371.0038
55.7743 371.0038
58.9206 371.8886
61.1171 372.7733
64.2633 372.7733
68.7156 373.2452
71.8025 375.8994
74.9488 376.7841
79.401 378.9665
83.3784 380.323
87.4151 379.4383
90.502 378.9665
92.7578 376.3122
96.7352 375.4275
97.6256 373.658
99.4066 372.7733
102.0779 371.4757
103.8588 370.591
108.786 370.1191
111.4574 370.1191
112.7634 373.2452
114.1287 374.5428
116.3252 375.4275
118.9965 377.197
121.2524 378.9665
124.8142 380.7359
125.7046 382.0925
131.4629 382.9773
133.7187 382.9773
135.9152 383.3901
