x y
2 0
249.4162 754.87
249.4162 755.6763
250.6047 756.0346
251.7932 756.5274
253.5303 756.3482
255.2217 755.8554
256.5931 755.8554
257.6445 756.3482
259.153 756.7065
260.3872 756.8857
261.2101 757.1993
262.9472 757.0201
264.3185 757.0201
266.0099 756.7065
266.5585 756.0346
265.3242 755.3627
263.8157 755.3627
262.4443 755.0043
261.2101 754.87
259.7015 754.6908
258.833 754.198
257.2788 754.198
255.4045 754.198
253.5303 754.3324
252.4789 754.198
251.2904 754.0189
249.7361 754.0189
249.2333 754.5116
249.4162 754.87
