x y
2 0
190.9494 793.6621
192.138 794.334
193.5093 794.1549
194.6979 795.1851
195.9321 795.6779
196.755 795.9914
197.6235 796.3498
198.9949 796.8425
199.8634 796.3498
200.3663 795.3195
201.4177 795.4987
202.7891 795.8571
203.6119 795.6779
204.6633 796.529
205.349 797.8728
205.1661 798.8583
204.4804 799.5302
203.7947 798.8583
203.4747 798.3656
202.4234 797.8728
202.2405 797.8728
201.5548 798.0072
201.052 798.5447
200.3663 799.0375
199.8634 799.2167
199.4977 799.7094
199.3606 800.6949
199.1777 801.3668
198.1263 801.3668
197.6235 800.6949
197.4407 799.5302
196.9378 798.5447
196.2521 798.6791
195.0636 797.6936
194.6979 797.0217
193.6922 796.8425
192.8237 796.3498
191.9551 796.1706
191.2694 795.6779
190.0809 794.334
190.4466 793.3038
190.9494 793.6621
