x y
1 0
325.2707 990.5069
325.2707 991.6906
323.7014 993.4662
321.9358 994.8472
321.1511 996.2282
320.7588 998.7929
318.4047 1000.7658
317.62 1001.3576
318.0123 1002.9359
318.797 1004.3169
319.5817 1004.9088
321.3473 1005.1061
322.7205 1005.8952
323.7014 1005.8952
324.8784 1006.2898
326.2516 1007.2762
327.4287 1006.8817
327.6248 1005.3034
326.644 1004.9088
324.4861 1004.1196
325.8593 1002.1468
326.644 1002.1468
328.998 1001.5549
329.5866 1000.7658
329.9789 999.1875
331.1559 998.0038
331.9406 996.6228
332.7253 997.8065
333.9024 997.6092
334.0985 996.6228
335.2756 995.8336
337.4335 996.2282
338.8067 995.2418
337.4335 995.2418
335.8641 994.4526
335.0794 993.4662
336.6488 992.8743
337.2373 991.8879
336.6488 990.9015
335.0794 991.6906
334.8832 989.915
333.51 990.7042
332.1368 991.4933
330.7636 991.296
330.7636 990.1123
329.7827 989.1259
326.4478 989.1259
325.4669 990.3096
325.2707 990.5069
