x y
3 0
90.9769 344.0489
91.8674 340.0381
94.5387 337.3839
95.4292 334.3168
95.8447 331.6626
95.8447 328.5365
95.8447 324.5847
97.2101 321.9305
95.8447 318.8045
94.5387 317.5068
93.6483 314.8526
93.6483 311.7266
93.6483 308.1876
92.7578 306.0053
91.8674 302.8792
92.2829 300.225
92.7578 298.9274
94.5387 297.1579
96.3196 294.5037
96.3196 293.1471
96.3196 290.9648
94.9543 288.3106
96.3196 284.7716
96.7352 282.5303
97.2101 279.4632
97.2101 276.809
94.9543 275.4524
94.5387 272.3854
93.6483 269.2593
92.7578 267.0769
92.2829 264.8356
90.9769 262.6533
90.9769 262.1814
