x y
2 0
204.9833 823.8985
204.6633 824.2121
204.8461 825.0632
206.0347 825.2423
206.7204 825.7351
207.4061 826.2278
208.5946 826.2278
209.0974 826.7654
209.646 826.7654
210.6517 826.8997
212.023 826.8997
213.2116 826.8997
213.8973 826.5862
215.1315 826.5862
215.6344 826.7654
215.9544 827.0789
216.64 827.4373
216.8229 827.7508
218.0114 827.7508
218.88 827.5717
218.88 826.7654
218.56 826.2278
218.0114 826.2278
217.0057 826.407
216.5029 826.0934
215.6344 825.7351
214.7658 825.5559
213.5773 825.4215
212.8916 825.4215
212.023 825.5559
211.1545 825.5559
210.3317 825.0632
209.4631 824.884
208.9603 824.7496
208.4117 824.5704
207.2232 824.3912
206.7204 823.8985
205.349 823.7193
204.9833 823.8985
