x y
2 0
25.0834 419.6643
25.0834 417.4819
24.1929 415.7125
21.9371 414.3559
21.5215 413.0583
21.5215 410.8169
21.5215 409.5193
19.7406 408.1627
22.412 405.5085
23.718 403.3262
25.0834 401.0848
23.3025 400.2001
23.3025 397.5459
23.3025 396.6612
23.718 394.8917
24.6085 393.5941
25.4989 392.7093
27.7547 390.9399
29.5356 390.468
31.7321 390.468
32.207 390.0551
33.0974 391.3527
33.0974 393.5941
31.3165 394.007
30.4261 394.8917
30.4261 397.133
30.4261 398.9025
31.3165 399.7872
33.9879 401.0848
35.2939 401.5567
33.513 405.0956
31.3165 404.2109
30.4261 402.8543
28.1703 403.3262
25.9738 405.0956
25.9738 406.8651
25.0834 408.1627
24.6085 408.6346
23.718 409.5193
25.4989 410.404
24.6085 412.5864
24.6085 413.943
25.4989 415.7125
27.2798 417.4819
26.8643 419.6643
25.0834 419.2514
