x y
2 0
207.5889 835.8139
207.0403 836.1722
206.2175 836.4858
204.9833 836.8442
203.6119 837.1577
202.4234 837.3369
202.9262 838.188
204.2976 838.0088
205.1661 837.8296
206.7204 837.5161
208.0917 837.5161
209.0974 837.1577
210.1488 837.1577
211.0174 837.6505
211.8402 837.6505
213.2116 837.6505
214.4458 837.5161
215.6344 836.9785
216.8229 835.6347
217.0057 834.47
216.8229 833.6189
216.1372 833.9773
215.1315 834.6492
214.4458 835.142
214.263 835.8139
213.7601 836.4858
213.0744 836.3066
212.5259 835.8139
212.023 835.5003
210.4688 835.3211
209.646 835.3211
208.9603 835.6347
207.5889 835.8139
