x y
331.0675 562.8069
332.6066 564.3559
332.6066 566.8016
332.6066 568.9213
332.6066 571.367
334.4696 571.367
336.5757 571.367
337.7907 570.4703
339.5728 571.041
339.8968 572.916
341.4358 573.4867
342.9749 575.0357
343.8659 576.2586
345.0809 577.4814
346.2959 578.3782
347.511 579.9272
349.05 580.2533
350.5081 581.4762
352.3711 582.373
354.1532 584.8187
356.5832 588.4873
357.7983 589.058
359.0133 590.2809
359.0133 591.2592
359.6613 594.2756
361.4434 597.0475
363.3064 597.9443
364.5214 598.841
365.4125 601.2868
367.5185 602.2651
369.0576 604.0587
370.9206 604.7109
372.7027 604.7109
375.4567 604.0587
376.3478 603.7326
376.9958 605.6076
378.7778 607.4012
379.1018 610.173
381.5319 611.0698
383.6380 612.2927
385.177 612.2927
387.2831 613.5156
388.1741 616.2874
387.9311 618.1625
386.716 618.7332
385.744 621.505
385.501 623.054
385.501 623.6247
384.853 624.8476
384.286 626.0705
383.3139 626.9672
382.7469 627.9455
381.5319 629.413
380.6409 631.6142
380.3169 633.4077
379.4258 634.0599
378.2108 635.5274
379.4258 637.0764
381.5319 637.0764
383.6380 636.7503
385.177 637.0764
385.177 638.9514
385.744 640.745
386.9590 642.294
388.4981 643.843
389.3891 645.3104
390.6041 646.2887
392.1432 648.4084
393.6822 649.9573
393.3582 652.6477
394.2492 653.626
396.4363 654.1967
396.4363 653.8705
