x y
1 0
447.6827 1180.0991
447.0942 1179.1127
445.721 1178.3236
445.1325 1179.5073
444.3478 1180.8883
444.7401 1182.8612
444.3478 1183.453
443.5631 1184.0449
443.1707 1185.8205
443.5631 1188.3852
442.9745 1189.1743
442.386 1190.7526
442.7784 1192.5282
443.7592 1193.3173
444.1516 1194.8956
444.1516 1196.4739
445.1325 1195.2902
445.9171 1193.5146
446.898 1191.9363
447.6827 1192.5282
447.0942 1194.1065
445.9171 1195.4875
445.5248 1196.6712
446.1133 1198.6441
446.1133 1200.6169
445.3286 1202.9844
445.721 1204.7599
446.898 1205.3518
448.2712 1204.9572
449.8406 1205.1545
451.6062 1205.1545
453.1755 1204.7599
453.9602 1203.7735
453.7641 1202.3925
453.3717 1201.0115
453.9602 1199.2359
454.7449 1197.8549
454.7449 1196.2766
453.3717 1194.8956
452.7832 1196.0793
451.8023 1196.8685
450.0368 1197.2631
450.8215 1195.4875
451.9985 1194.5011
452.1947 1192.9228
453.9602 1193.1201
455.1373 1192.7255
454.5488 1191.5418
452.3909 1191.5418
450.6253 1191.739
450.8215 1190.5553
452.1947 1189.5689
452.7832 1187.7933
453.1755 1186.4123
452.1947 1185.2286
451.6062 1184.2422
451.9985 1183.2557
452.9794 1182.072
452.9794 1180.691
451.6062 1179.31
450.2329 1178.9154
449.0559 1179.5073
447.6827 1180.0991
