x y
1 0
343.5148 986.1666
343.5148 986.7584
343.3187 988.7313
341.7493 990.5069
340.7684 991.8879
341.5531 993.4662
341.7493 995.0445
343.711 995.0445
344.2995 996.2282
343.711 997.8065
344.1034 998.5956
346.2613 998.5956
347.046 998.7929
348.223 998.7929
349.4 998.3983
350.3809 996.6228
350.9694 995.8336
350.1847 994.6499
349.4 993.8608
349.5962 992.2825
348.0268 991.6906
346.8498 990.1123
346.8498 989.1259
347.046 986.9557
348.223 985.5747
347.2421 984.1937
345.6727 983.01
343.9072 983.9964
342.9263 985.772
343.5148 986.1666
