x y
264.1597 885.7282
266.2658 884.5053
269.0199 884.1792
270.2349 884.1792
271.7739 883.2824
272.9890 881.7335
274.204 882.3041
273.88 883.527
274.204 883.8531
274.771 882.9563
274.771 882.0596
276.3101 882.0596
277.2011 881.4074
277.5251 880.5106
278.4161 879.8584
279.6311 879.8584
279.9551 880.8367
280.6032 881.4074
281.1702 882.0596
282.0612 882.0596
283.0332 882.3041
283.9243 882.6302
284.8153 882.3041
285.4633 881.7335
286.6783 880.8367
285.7063 879.8584
285.4633 878.9616
286.0303 878.6355
286.6783 879.6138
287.2453 880.1845
288.4604 880.1845
289.1084 880.5106
289.9994 880.5106
290.5664 881.4074
291.7815 882.3041
292.1055 882.9563
292.7535 884.1792
293.6445 884.7499
294.5355 885.4021
295.4266 885.9728
294.8596 884.5053
294.5355 883.527
294.2115 882.6302
293.9685 881.7335
293.6445 880.8367
292.9965 879.8584
292.4295 879.2877
292.1055 878.9616
291.7815 878.6355
291.2145 878.0648
290.5664 876.5159
290.3234 875.9452
289.1084 874.9669
287.5694 874.3962
287.2453 873.1733
286.9213 872.5211
286.3543 872.2765
286.3543 871.2982
286.3543 870.4015
286.0303 869.5047
285.1393 868.8525
284.8153 868.6079
283.9243 867.6296
283.6002 867.059
283.0332 866.4067
281.1702 866.7328
279.6311 867.059
279.0641 867.385
280.2792 868.6079
279.9551 870.0754
278.7401 871.2982
277.8491 871.2982
276.9581 870.7276
275.9860 870.0754
275.095 869.8308
275.095 869.1786
274.528 868.2818
273.88 867.9557
273.3130 867.385
272.6650 866.7328
271.7739 866.1622
271.4499 865.836
270.8829 865.1838
269.0199 866.7328
268.4528 866.7328
267.8048 866.7328
266.5898 866.7328
265.6988 866.4067
265.0507 865.836
264.8077 864.9393
263.8357 864.6132
263.5927 864.287
263.2687 863.961
262.6207 863.3903
262.3777 862.7381
261.4056 862.4935
261.1626 862.1674
260.5146 861.5152
260.1906 861.2706
259.6236 860.6184
258.7326 860.2923
258.4086 859.3956
257.7605 858.4988
256.8695 857.8466
256.3025 856.6237
255.9785 855.727
255.0875 854.178
255.0875 853.2812
255.9785 852.955
255.9785 854.178
255.9785 854.8301
256.8695 855.4008
258.4086 855.727
258.7326 856.3791
259.6236 857.2759
260.1906 858.1727
260.5146 858.8249
261.7297 859.0695
262.0537 860.0478
262.6207 860.6184
262.9447 861.5152
264.4837 861.8413
265.0507 862.4935
266.2658 862.7381
267.4808 863.0642
268.1288 863.3903
269.0199 864.287
270.8829 864.6132
271.1259 863.961
272.0979 863.0642
272.6650 862.4935
274.528 862.4935
275.095 863.0642
275.419 863.3903
276.6341 863.3903
276.9581 863.961
277.2011 864.9393
279.0641 865.1838
279.9551 864.9393
281.1702 864.6132
281.1702 863.7164
279.9551 863.0642
279.0641 862.1674
279.0641 861.2706
278.1731 860.6184
277.5251 860.0478
277.2011 859.3956
275.9860 858.1727
275.7430 856.9498
275.095 856.3791
274.528 855.4008
274.528 853.9334
272.9890 853.6073
271.4499 852.955
270.8829 852.3844
270.5589 851.1615
269.6679 850.5093
268.4528 850.8354
266.2658 851.1615
265.0507 851.1615
265.3748 850.2647
266.5898 849.9386
267.8048 849.6125
268.4528 849.0419
268.1288 847.819
266.5898 846.5961
266.0228 845.9439
264.1597 846.27
262.9447 846.27
262.0537 845.9439
260.5146 846.27
259.6236 846.5961
258.4086 847.1668
257.1935 847.1668
255.9785 846.5961
255.0875 844.721
253.8724 844.395
253.2244 843.8242
253.8724 843.8242
255.6545 844.1503
255.6545 844.721
256.8695 844.1503
257.5175 843.172
258.7326 842.6014
259.9476 842.6014
261.1626 842.6014
262.3777 842.6014
263.5927 842.6014
264.1597 842.2753
265.0507 842.9275
265.3748 844.1503
266.2658 844.721
267.2378 844.395
268.4528 843.172
269.6679 842.9275
270.8829 843.8242
271.7739 845.0471
271.7739 846.27
272.6650 846.8407
273.88 847.1668
275.095 848.0636
275.419 848.7158
276.6341 849.2864
277.2011 849.6125
277.8491 850.8354
278.1731 852.0583
278.1731 852.955
277.5251 854.178
278.4161 854.8301
279.6311 855.1563
280.8462 855.1563
282.3852 854.8301
284.2483 853.9334
285.4633 853.6073
286.9213 853.6073
288.4604 853.9334
289.6754 854.8301
291.2145 856.053
292.7535 856.9498
293.6445 857.8466
294.8596 858.8249
295.1836 859.0695
296.9656 860.0478
298.5047 860.6184
300.0437 861.5152
300.9347 861.8413
302.4738 861.8413
303.0408 861.2706
303.3648 860.6184
302.7168 859.7217
303.3648 858.4988
304.2558 858.4988
304.9038 858.4988
305.1468 858.4988
305.4708 859.0695
305.4708 859.7217
305.4708 860.6184
305.1468 861.2706
304.9038 862.1674
307.0099 862.1674
308.5489 862.1674
309.4399 863.0642
309.7640 863.7164
310.655 864.287
310.655 866.1622
311.546 867.059
312.437 867.385
313.9761 867.059
315.1911 867.059
316.0821 867.385
317.6212 867.9557
318.5122 868.6079
320.3752 868.8525
322.4813 868.8525
323.6963 868.2818
324.9114 867.385
327.6654 866.4067
327.6654 865.1838
329.4475 864.9393
330.4195 863.961
331.6345 862.7381
332.2016 862.1674
334.3076 862.4935
335.8467 861.8413
337.9527 861.8413
338.9247 862.1674
339.4918 862.4935
340.3828 862.7381
342.5698 863.3903
343.7849 863.961
344.6759 864.9393
