x y
80.68976 854.4225
81.58079 854.0964
82.79582 853.1996
84.98288 853.5257
86.44092 853.1996
87.08894 851.6507
87.08894 850.7539
87.08894 849.2049
88.62798 848.3081
89.519 847.982
89.84301 846.7592
89.519 845.2917
90.08602 844.6395
90.73404 843.7427
90.73404 841.8676
89.195 841.297
88.30397 842.1937
87.41295 843.0905
86.44092 844.3134
85.5499 844.6395
84.33486 845.2917
82.55281 846.1885
81.01377 846.1885
80.12275 846.1885
78.90772 847.7375
77.36867 848.3081
76.15364 849.2049
76.72066 851.6507
77.36867 853.5257
78.90772 854.0964
80.12275 855.0747
81.58079 855.6454
83.11983 855.3193
85.22589 854.7486
85.5499 853.8518
85.8739 852.8735
85.5499 852.8735
