x y
1 0
87.44624 16.54154
87.86035 16.23796
88.22269 16.06931
88.46425 15.90066
88.6368 15.71514
88.75758 15.49589
89.10267 15.42843
89.41325 15.49589
89.70658 15.49589
89.94815 15.42843
89.87913 15.07426
89.75835 14.90561
89.5858 14.61890
89.41325 14.50085
89.63756 14.33219
89.75835 14.14668
89.5858 13.97803
89.29247 13.91056
89.05091 13.69132
88.87836 13.38774
88.56778 13.45520
88.39524 13.74191
88.39524 14.14668
88.22269 14.50085
88.03289 14.61890
87.91211 14.78755
87.91211 15.14172
87.80858 15.49589
87.6878 15.78260
87.56702 16.23796
87.44624 16.54154
